fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
05/11/2021;LeÇün;52039;7;5707;1218;24089;42.666667,-6.0
05/11/2021;Palencia;25144;7;2567;504;34120;42.432128,-4.520647
05/11/2021;Segovia;21428;15;2069;381;40004;41.166667,-4.0
05/11/2021;Salamanca;40100;27;4367;883;37274;40.833333,-6.0
05/11/2021;Soria;12595;5;1418;295;42173;41.666667,-2.666667
04/11/2021;Burgos;52845;63;4957;799;9059;42.383333,-3.666667
04/11/2021;LeÇün;52032;8;5706;1217;24089;42.666667,-6.0
04/11/2021;Palencia;25138;6;2566;504;34120;42.432128,-4.520647
04/11/2021;Soria;12590;5;1417;295;42173;41.666667,-2.666667
04/11/2021;Çvila;17235;4;1959;378;5019;40.616092,-4.929031
04/11/2021;Zamora;18311;8;2200;467;49275;41.75,-6.0
04/11/2021;Salamanca;40075;17;4367;883;37274;40.833333,-6.0
04/11/2021;Segovia;21414;11;2069;381;40004;41.166667,-4.0
04/11/2021;Valladolid;67833;24;8252;1287;47186;41.583333,-4.666667
03/11/2021;Valladolid;67811;26;8250;1286;47186;41.583333,-4.666667
03/11/2021;Burgos;52783;47;4955;799;9059;42.383333,-3.666667
03/11/2021;LeÇün;52024;7;5704;1217;24089;42.666667,-6.0
03/11/2021;Salamanca;40058;22;4366;882;37274;40.833333,-6.0
03/11/2021;Segovia;21404;19;2067;380;40004;41.166667,-4.0
03/11/2021;Çvila;17231;15;1959;378;5019;40.616092,-4.929031
03/11/2021;Palencia;25132;5;2564;504;34120;42.432128,-4.520647
03/11/2021;Soria;12586;2;1417;295;42173;41.666667,-2.666667
03/11/2021;Zamora;18303;4;2200;467;49275;41.75,-6.0
02/11/2021;Çvila;17216;0;1958;378;5019;40.616092,-4.929031
02/11/2021;Valladolid;67785;6;8247;1285;47186;41.583333,-4.666667
02/11/2021;Zamora;18300;2;2199;467;49275;41.75,-6.0
02/11/2021;Burgos;52736;13;4955;799;9059;42.383333,-3.666667
02/11/2021;LeÇün;52017;2;5702;1217;24089;42.666667,-6.0
02/11/2021;Palencia;25127;0;2564;504;34120;42.432128,-4.520647
02/11/2021;Salamanca;40036;4;4364;881;37274;40.833333,-6.0
02/11/2021;Segovia;21385;4;2066;380;40004;41.166667,-4.0
02/11/2021;Soria;12585;4;1417;295;42173;41.666667,-2.666667
01/11/2021;Çvila;;;1958;378;5019;40.616092,-4.929031
01/11/2021;Burgos;;;4954;799;9059;42.383333,-3.666667
01/11/2021;LeÇün;;;5702;1217;24089;42.666667,-6.0
01/11/2021;Valladolid;;;8247;1285;47186;41.583333,-4.666667
01/11/2021;Palencia;;;2564;504;34120;42.432128,-4.520647
01/11/2021;Salamanca;;;4364;881;37274;40.833333,-6.0
01/11/2021;Segovia;;;2066;380;40004;41.166667,-4.0
01/11/2021;Soria;;;1417;295;42173;41.666667,-2.666667
01/11/2021;Zamora;;;2199;467;49275;41.75,-6.0
31/10/2021;Burgos;;;4954;799;9059;42.383333,-3.666667
31/10/2021;Palencia;;;2564;504;34120;42.432128,-4.520647
31/10/2021;Soria;;;1417;295;42173;41.666667,-2.666667
31/10/2021;Zamora;;;2199;467;49275;41.75,-6.0
31/10/2021;LeÇün;;;5702;1217;24089;42.666667,-6.0
31/10/2021;Segovia;;;2065;380;40004;41.166667,-4.0
31/10/2021;Valladolid;;;8247;1285;47186;41.583333,-4.666667
31/10/2021;Çvila;;;1958;378;5019;40.616092,-4.929031
31/10/2021;Salamanca;;;4364;881;37274;40.833333,-6.0
30/10/2021;Palencia;;;2564;504;34120;42.432128,-4.520647
30/10/2021;Salamanca;;;4364;881;37274;40.833333,-6.0
30/10/2021;Soria;;;1417;295;42173;41.666667,-2.666667
30/10/2021;Zamora;;;2199;467;49275;41.75,-6.0
30/10/2021;Segovia;;;2065;380;40004;41.166667,-4.0
30/10/2021;Valladolid;;;8246;1284;47186;41.583333,-4.666667
30/10/2021;Çvila;;;1958;378;5019;40.616092,-4.929031
30/10/2021;Burgos;;;4954;799;9059;42.383333,-3.666667
30/10/2021;LeÇün;;;5702;1217;24089;42.666667,-6.0
29/10/2021;Burgos;52666;34;4952;799;9059;42.383333,-3.666667
29/10/2021;Salamanca;40005;13;4361;881;37274;40.833333,-6.0
29/10/2021;Soria;12563;9;1416;295;42173;41.666667,-2.666667
29/10/2021;Zamora;18295;4;2198;467;49275;41.75,-6.0
29/10/2021;Çvila;17200;14;1958;378;5019;40.616092,-4.929031
29/10/2021;LeÇün;52003;13;5702;1217;24089;42.666667,-6.0
29/10/2021;Valladolid;67752;11;8243;1284;47186;41.583333,-4.666667
29/10/2021;Palencia;25118;4;2564;504;34120;42.432128,-4.520647
29/10/2021;Segovia;21361;19;2065;380;40004;41.166667,-4.0
28/10/2021;LeÇün;51990;7;5701;1216;24089;42.666667,-6.0
28/10/2021;Palencia;25114;10;2563;504;34120;42.432128,-4.520647
28/10/2021;Salamanca;39993;6;4359;880;37274;40.833333,-6.0
28/10/2021;Burgos;52633;21;4950;798;9059;42.383333,-3.666667
28/10/2021;Segovia;21344;11;2064;380;40004;41.166667,-4.0
28/10/2021;Soria;12554;8;1416;295;42173;41.666667,-2.666667
28/10/2021;Valladolid;67741;16;8241;1282;47186;41.583333,-4.666667
28/10/2021;Zamora;18291;6;2198;467;49275;41.75,-6.0
28/10/2021;Çvila;17186;7;1957;378;5019;40.616092,-4.929031
27/10/2021;Çvila;17179;9;1956;378;5019;40.616092,-4.929031
27/10/2021;Segovia;21335;20;2064;380;40004;41.166667,-4.0
27/10/2021;Burgos;52610;30;4947;798;9059;42.383333,-3.666667
27/10/2021;Palencia;25104;3;2563;504;34120;42.432128,-4.520647
27/10/2021;Soria;12548;6;1415;295;42173;41.666667,-2.666667
27/10/2021;LeÇün;51983;14;5699;1216;24089;42.666667,-6.0
27/10/2021;Salamanca;39986;18;4358;880;37274;40.833333,-6.0
27/10/2021;Valladolid;67726;26;8240;1282;47186;41.583333,-4.666667
27/10/2021;Zamora;18285;1;2198;467;49275;41.75,-6.0
26/10/2021;Burgos;52580;12;4947;798;9059;42.383333,-3.666667
26/10/2021;Salamanca;39968;11;4357;880;37274;40.833333,-6.0
26/10/2021;LeÇün;51969;20;5699;1216;24089;42.666667,-6.0
26/10/2021;Soria;12542;12;1415;295;42173;41.666667,-2.666667
26/10/2021;Çvila;17172;12;1954;378;5019;40.616092,-4.929031
26/10/2021;Palencia;25101;12;2562;504;34120;42.432128,-4.520647
26/10/2021;Segovia;21315;3;2063;380;40004;41.166667,-4.0
26/10/2021;Valladolid;67701;34;8240;1282;47186;41.583333,-4.666667
26/10/2021;Zamora;18284;7;2198;467;49275;41.75,-6.0
25/10/2021;Palencia;25091;8;2562;504;34120;42.432128,-4.520647
25/10/2021;Segovia;21312;8;2063;380;40004;41.166667,-4.0
25/10/2021;Soria;12531;1;1415;295;42173;41.666667,-2.666667
25/10/2021;Valladolid;67667;6;8238;1282;47186;41.583333,-4.666667
25/10/2021;Çvila;17160;2;1954;378;5019;40.616092,-4.929031
25/10/2021;LeÇün;51949;1;5698;1216;24089;42.666667,-6.0
25/10/2021;Salamanca;39957;1;4357;880;37274;40.833333,-6.0
25/10/2021;Zamora;18277;1;2197;467;49275;41.75,-6.0
25/10/2021;Burgos;52568;3;4946;798;9059;42.383333,-3.666667
24/10/2021;Burgos;;;4945;798;9059;42.383333,-3.666667
24/10/2021;Zamora;;;2197;467;49275;41.75,-6.0
24/10/2021;Salamanca;;;4357;880;37274;40.833333,-6.0
24/10/2021;Valladolid;;;8238;1282;47186;41.583333,-4.666667
24/10/2021;Çvila;;;1954;378;5019;40.616092,-4.929031
24/10/2021;LeÇün;;;5698;1216;24089;42.666667,-6.0
24/10/2021;Palencia;;;2562;504;34120;42.432128,-4.520647
24/10/2021;Segovia;;;2063;380;40004;41.166667,-4.0
24/10/2021;Soria;;;1415;295;42173;41.666667,-2.666667
23/10/2021;Burgos;;;4945;798;9059;42.383333,-3.666667
23/10/2021;LeÇün;;;5696;1216;24089;42.666667,-6.0
23/10/2021;Palencia;;;2562;504;34120;42.432128,-4.520647
23/10/2021;Salamanca;;;4357;880;37274;40.833333,-6.0
23/10/2021;Çvila;;;1954;378;5019;40.616092,-4.929031
23/10/2021;Soria;;;1415;295;42173;41.666667,-2.666667
23/10/2021;Zamora;;;2197;467;49275;41.75,-6.0
23/10/2021;Segovia;;;2063;380;40004;41.166667,-4.0
23/10/2021;Valladolid;;;8236;1280;47186;41.583333,-4.666667
22/10/2021;Çvila;17140;14;1953;378;5019;40.616092,-4.929031
22/10/2021;Burgos;52540;21;4944;798;9059;42.383333,-3.666667
22/10/2021;Salamanca;39934;24;4356;880;37274;40.833333,-6.0
22/10/2021;Palencia;25074;1;2560;504;34120;42.432128,-4.520647
22/10/2021;Soria;12522;7;1415;295;42173;41.666667,-2.666667
22/10/2021;Valladolid;67647;27;8234;1279;47186;41.583333,-4.666667
22/10/2021;Zamora;18265;4;2196;467;49275;41.75,-6.0
22/10/2021;LeÇün;51930;52;5693;1216;24089;42.666667,-6.0
22/10/2021;Segovia;21281;17;2063;380;40004;41.166667,-4.0
21/10/2021;Çvila;17126;15;1952;378;5019;40.616092,-4.929031
21/10/2021;Palencia;25073;4;2559;504;34120;42.432128,-4.520647
21/10/2021;Soria;12516;4;1413;295;42173;41.666667,-2.666667
21/10/2021;Valladolid;67620;12;8233;1279;47186;41.583333,-4.666667
21/10/2021;Burgos;52520;15;4942;798;9059;42.383333,-3.666667
21/10/2021;LeÇün;51878;18;5692;1215;24089;42.666667,-6.0
21/10/2021;Salamanca;39910;17;4356;880;37274;40.833333,-6.0
21/10/2021;Segovia;21264;19;2063;380;40004;41.166667,-4.0
21/10/2021;Zamora;18264;5;2196;467;49275;41.75,-6.0
20/10/2021;Palencia;25069;3;2559;504;34120;42.432128,-4.520647
20/10/2021;Çvila;17111;28;1952;378;5019;40.616092,-4.929031
20/10/2021;LeÇün;51860;12;5692;1215;24089;42.666667,-6.0
20/10/2021;Salamanca;39893;31;4356;880;37274;40.833333,-6.0
20/10/2021;Valladolid;67610;15;8228;1278;47186;41.583333,-4.666667
20/10/2021;Zamora;18259;4;2196;467;49275;41.75,-6.0
20/10/2021;Burgos;52505;18;4940;798;9059;42.383333,-3.666667
20/10/2021;Segovia;21245;8;2062;380;40004;41.166667,-4.0
20/10/2021;Soria;12514;10;1413;295;42173;41.666667,-2.666667
19/10/2021;Çvila;17083;17;1950;377;5019;40.616092,-4.929031
19/10/2021;Valladolid;67595;16;8226;1277;47186;41.583333,-4.666667
19/10/2021;Burgos;52487;11;4940;798;9059;42.383333,-3.666667
19/10/2021;LeÇün;51848;6;5692;1215;24089;42.666667,-6.0
19/10/2021;Soria;12504;2;1411;295;42173;41.666667,-2.666667
19/10/2021;Palencia;25066;11;2559;504;34120;42.432128,-4.520647
19/10/2021;Salamanca;39862;14;4356;880;37274;40.833333,-6.0
19/10/2021;Segovia;21237;17;2061;380;40004;41.166667,-4.0
19/10/2021;Zamora;18255;5;2195;466;49275;41.75,-6.0
18/10/2021;Soria;12503;2;1411;295;42173;41.666667,-2.666667
18/10/2021;Valladolid;67580;8;8224;1277;47186;41.583333,-4.666667
18/10/2021;Zamora;18251;1;2194;465;49275;41.75,-6.0
18/10/2021;Palencia;25055;1;2559;504;34120;42.432128,-4.520647
18/10/2021;Segovia;21220;6;2058;380;40004;41.166667,-4.0
18/10/2021;Çvila;17067;9;1950;377;5019;40.616092,-4.929031
18/10/2021;Burgos;52476;6;4939;798;9059;42.383333,-3.666667
18/10/2021;LeÇün;51842;2;5692;1215;24089;42.666667,-6.0
18/10/2021;Salamanca;39848;4;4355;880;37274;40.833333,-6.0
17/10/2021;Burgos;;;4939;798;9059;42.383333,-3.666667
17/10/2021;LeÇün;;;5692;1215;24089;42.666667,-6.0
17/10/2021;Palencia;;;2559;504;34120;42.432128,-4.520647
17/10/2021;Soria;;;1411;295;42173;41.666667,-2.666667
17/10/2021;Zamora;;;2194;465;49275;41.75,-6.0
17/10/2021;Segovia;;;2058;380;40004;41.166667,-4.0
17/10/2021;Çvila;;;1950;377;5019;40.616092,-4.929031
17/10/2021;Salamanca;;;4354;880;37274;40.833333,-6.0
17/10/2021;Valladolid;;;8220;1275;47186;41.583333,-4.666667
16/10/2021;Burgos;;;4938;798;9059;42.383333,-3.666667
16/10/2021;Salamanca;;;4354;880;37274;40.833333,-6.0
16/10/2021;Segovia;;;2058;380;40004;41.166667,-4.0
16/10/2021;LeÇün;;;5692;1215;24089;42.666667,-6.0
16/10/2021;Soria;;;1411;295;42173;41.666667,-2.666667
16/10/2021;Valladolid;;;8219;1274;47186;41.583333,-4.666667
16/10/2021;Çvila;;;1950;377;5019;40.616092,-4.929031
16/10/2021;Palencia;;;2559;504;34120;42.432128,-4.520647
16/10/2021;Zamora;;;2194;465;49275;41.75,-6.0
15/10/2021;Çvila;17043;20;1950;377;5019;40.616092,-4.929031
15/10/2021;Burgos;52445;12;4937;798;9059;42.383333,-3.666667
15/10/2021;LeÇün;51833;7;5691;1215;24089;42.666667,-6.0
15/10/2021;Salamanca;39810;15;4353;880;37274;40.833333,-6.0
15/10/2021;Zamora;18243;6;2194;465;49275;41.75,-6.0
15/10/2021;Palencia;25045;3;2559;504;34120;42.432128,-4.520647
15/10/2021;Segovia;21191;26;2057;380;40004;41.166667,-4.0
15/10/2021;Soria;12499;2;1410;294;42173;41.666667,-2.666667
15/10/2021;Valladolid;67560;13;8218;1274;47186;41.583333,-4.666667
14/10/2021;LeÇün;51826;6;5691;1215;24089;42.666667,-6.0
14/10/2021;Salamanca;39795;15;4350;880;37274;40.833333,-6.0
14/10/2021;Segovia;21165;10;2057;380;40004;41.166667,-4.0
14/10/2021;Çvila;17023;9;1949;377;5019;40.616092,-4.929031
14/10/2021;Palencia;25043;6;2559;504;34120;42.432128,-4.520647
14/10/2021;Soria;12497;2;1410;294;42173;41.666667,-2.666667
14/10/2021;Zamora;18237;0;2194;465;49275;41.75,-6.0
14/10/2021;Burgos;52433;4;4936;798;9059;42.383333,-3.666667
14/10/2021;Valladolid;67548;13;8217;1274;47186;41.583333,-4.666667
13/10/2021;Çvila;17018;1;1948;377;5019;40.616092,-4.929031
13/10/2021;Burgos;52431;11;4935;797;9059;42.383333,-3.666667
13/10/2021;LeÇün;51820;3;5689;1215;24089;42.666667,-6.0
13/10/2021;Soria;12491;4;1410;294;42173;41.666667,-2.666667
13/10/2021;Palencia;25037;0;2559;504;34120;42.432128,-4.520647
13/10/2021;Salamanca;39780;1;4348;879;37274;40.833333,-6.0
13/10/2021;Segovia;21156;0;2057;380;40004;41.166667,-4.0
13/10/2021;Valladolid;67535;5;8216;1273;47186;41.583333,-4.666667
13/10/2021;Zamora;18237;0;2194;465;49275;41.75,-6.0
12/10/2021;Palencia;;;2559;504;34120;42.432128,-4.520647
12/10/2021;Çvila;;;1948;377;5019;40.616092,-4.929031
12/10/2021;LeÇün;;;5689;1215;24089;42.666667,-6.0
12/10/2021;Burgos;;;4933;796;9059;42.383333,-3.666667
12/10/2021;Salamanca;;;4346;878;37274;40.833333,-6.0
12/10/2021;Segovia;;;2057;380;40004;41.166667,-4.0
12/10/2021;Soria;;;1410;294;42173;41.666667,-2.666667
12/10/2021;Valladolid;;;8216;1273;47186;41.583333,-4.666667
12/10/2021;Zamora;;;2193;465;49275;41.75,-6.0
11/10/2021;Salamanca;39758;4;4345;878;37274;40.833333,-6.0
11/10/2021;Burgos;52407;0;4933;796;9059;42.383333,-3.666667
11/10/2021;LeÇün;51814;0;5687;1215;24089;42.666667,-6.0
11/10/2021;Valladolid;67517;3;8212;1271;47186;41.583333,-4.666667
11/10/2021;Zamora;18229;0;2193;465;49275;41.75,-6.0
11/10/2021;Çvila;17004;2;1948;377;5019;40.616092,-4.929031
11/10/2021;Palencia;25030;2;2559;504;34120;42.432128,-4.520647
11/10/2021;Segovia;21139;4;2056;380;40004;41.166667,-4.0
11/10/2021;Soria;12487;3;1409;294;42173;41.666667,-2.666667
10/10/2021;Burgos;;;4933;796;9059;42.383333,-3.666667
10/10/2021;Salamanca;;;4345;878;37274;40.833333,-6.0
10/10/2021;LeÇün;;;5687;1215;24089;42.666667,-6.0
10/10/2021;Palencia;;;2559;504;34120;42.432128,-4.520647
10/10/2021;Valladolid;;;8212;1271;47186;41.583333,-4.666667
10/10/2021;Zamora;;;2193;465;49275;41.75,-6.0
10/10/2021;Çvila;;;1948;377;5019;40.616092,-4.929031
10/10/2021;Segovia;;;2056;380;40004;41.166667,-4.0
10/10/2021;Soria;;;1409;294;42173;41.666667,-2.666667
09/10/2021;Çvila;;;1947;376;5019;40.616092,-4.929031
09/10/2021;Burgos;;;4933;796;9059;42.383333,-3.666667
09/10/2021;Palencia;;;2559;504;34120;42.432128,-4.520647
09/10/2021;Soria;;;1409;294;42173;41.666667,-2.666667
09/10/2021;Valladolid;;;8212;1271;47186;41.583333,-4.666667
09/10/2021;LeÇün;;;5687;1215;24089;42.666667,-6.0
09/10/2021;Salamanca;;;4344;877;37274;40.833333,-6.0
09/10/2021;Segovia;;;2056;380;40004;41.166667,-4.0
09/10/2021;Zamora;;;2193;465;49275;41.75,-6.0
08/10/2021;Çvila;16981;7;1947;376;5019;40.616092,-4.929031
08/10/2021;Burgos;52380;20;4932;796;9059;42.383333,-3.666667
08/10/2021;Valladolid;67502;11;8211;1271;47186;41.583333,-4.666667
08/10/2021;LeÇün;51804;10;5682;1214;24089;42.666667,-6.0
08/10/2021;Soria;12486;4;1408;294;42173;41.666667,-2.666667
08/10/2021;Zamora;18221;3;2193;465;49275;41.75,-6.0
08/10/2021;Palencia;25019;3;2559;504;34120;42.432128,-4.520647
08/10/2021;Salamanca;39744;14;4343;876;37274;40.833333,-6.0
08/10/2021;Segovia;21115;16;2056;380;40004;41.166667,-4.0
07/10/2021;Çvila;16974;5;1944;375;5019;40.616092,-4.929031
07/10/2021;Burgos;52360;11;4932;796;9059;42.383333,-3.666667
07/10/2021;Segovia;21099;8;2056;380;40004;41.166667,-4.0
07/10/2021;Zamora;18218;6;2190;465;49275;41.75,-6.0
07/10/2021;LeÇün;51794;9;5681;1214;24089;42.666667,-6.0
07/10/2021;Soria;12482;2;1408;294;42173;41.666667,-2.666667
07/10/2021;Palencia;25016;3;2559;504;34120;42.432128,-4.520647
07/10/2021;Salamanca;39730;5;4341;876;37274;40.833333,-6.0
07/10/2021;Valladolid;67491;14;8210;1270;47186;41.583333,-4.666667
06/10/2021;Çvila;16969;5;1944;375;5019;40.616092,-4.929031
06/10/2021;Burgos;52349;17;4929;795;9059;42.383333,-3.666667
06/10/2021;LeÇün;51785;4;5681;1214;24089;42.666667,-6.0
06/10/2021;Valladolid;67476;13;8206;1269;47186;41.583333,-4.666667
06/10/2021;Palencia;25013;2;2559;504;34120;42.432128,-4.520647
06/10/2021;Salamanca;39725;8;4341;876;37274;40.833333,-6.0
06/10/2021;Segovia;21091;12;2055;380;40004;41.166667,-4.0
06/10/2021;Soria;12480;2;1408;294;42173;41.666667,-2.666667
06/10/2021;Zamora;18212;0;2190;465;49275;41.75,-6.0
05/10/2021;LeÇün;51781;13;5680;1214;24089;42.666667,-6.0
05/10/2021;Salamanca;39717;3;4337;876;37274;40.833333,-6.0
05/10/2021;Segovia;21080;11;2055;380;40004;41.166667,-4.0
05/10/2021;Zamora;18212;4;2189;465;49275;41.75,-6.0
05/10/2021;Palencia;25012;1;2559;504;34120;42.432128,-4.520647
05/10/2021;Soria;12479;4;1407;294;42173;41.666667,-2.666667
05/10/2021;Valladolid;67463;7;8204;1269;47186;41.583333,-4.666667
05/10/2021;Çvila;16966;8;1943;375;5019;40.616092,-4.929031
05/10/2021;Burgos;52333;9;4924;795;9059;42.383333,-3.666667
04/10/2021;Çvila;16958;1;1943;375;5019;40.616092,-4.929031
04/10/2021;Palencia;25011;1;2558;504;34120;42.432128,-4.520647
04/10/2021;Segovia;21069;0;2054;380;40004;41.166667,-4.0
04/10/2021;Soria;12475;1;1407;294;42173;41.666667,-2.666667
04/10/2021;Burgos;52326;13;4922;795;9059;42.383333,-3.666667
04/10/2021;LeÇün;51768;0;5679;1213;24089;42.666667,-6.0
04/10/2021;Salamanca;39715;0;4336;876;37274;40.833333,-6.0
04/10/2021;Valladolid;67456;2;8202;1269;47186;41.583333,-4.666667
04/10/2021;Zamora;18208;1;2189;465;49275;41.75,-6.0
03/10/2021;Palencia;;;2558;504;34120;42.432128,-4.520647
03/10/2021;Çvila;;;1943;375;5019;40.616092,-4.929031
03/10/2021;Burgos;;;4922;795;9059;42.383333,-3.666667
03/10/2021;LeÇün;;;5678;1213;24089;42.666667,-6.0
03/10/2021;Salamanca;;;4336;876;37274;40.833333,-6.0
03/10/2021;Segovia;;;2054;380;40004;41.166667,-4.0
03/10/2021;Soria;;;1407;294;42173;41.666667,-2.666667
03/10/2021;Valladolid;;;8201;1269;47186;41.583333,-4.666667
03/10/2021;Zamora;;;2189;465;49275;41.75,-6.0
02/10/2021;Çvila;;;1943;375;5019;40.616092,-4.929031
02/10/2021;Burgos;;;4922;795;9059;42.383333,-3.666667
02/10/2021;Palencia;;;2558;504;34120;42.432128,-4.520647
02/10/2021;Salamanca;;;4336;876;37274;40.833333,-6.0
02/10/2021;Segovia;;;2053;380;40004;41.166667,-4.0
02/10/2021;Soria;;;1407;294;42173;41.666667,-2.666667
02/10/2021;LeÇün;;;5678;1213;24089;42.666667,-6.0
02/10/2021;Valladolid;;;8201;1269;47186;41.583333,-4.666667
02/10/2021;Zamora;;;2189;465;49275;41.75,-6.0
01/10/2021;Burgos;52301;23;4921;795;9059;42.383333,-3.666667
01/10/2021;Valladolid;67449;15;8198;1269;47186;41.583333,-4.666667
01/10/2021;Palencia;24998;2;2556;504;34120;42.432128,-4.520647
01/10/2021;Segovia;21055;1;2053;380;40004;41.166667,-4.0
01/10/2021;Zamora;18204;7;2189;465;49275;41.75,-6.0
01/10/2021;Çvila;16952;3;1941;375;5019;40.616092,-4.929031
01/10/2021;LeÇün;51755;8;5676;1213;24089;42.666667,-6.0
01/10/2021;Salamanca;39710;2;4333;875;37274;40.833333,-6.0
01/10/2021;Soria;12469;5;1407;294;42173;41.666667,-2.666667
30/09/2021;Burgos;52278;19;4920;794;9059;42.383333,-3.666667
30/09/2021;Segovia;21054;9;2053;380;40004;41.166667,-4.0
30/09/2021;Soria;12464;3;1407;294;42173;41.666667,-2.666667
30/09/2021;Palencia;24996;8;2556;504;34120;42.432128,-4.520647
30/09/2021;Valladolid;67434;8;8198;1269;47186;41.583333,-4.666667
30/09/2021;Zamora;18197;2;2189;465;49275;41.75,-6.0
30/09/2021;Çvila;16950;2;1941;375;5019;40.616092,-4.929031
30/09/2021;LeÇün;51747;13;5676;1213;24089;42.666667,-6.0
30/09/2021;Salamanca;39708;12;4331;873;37274;40.833333,-6.0
29/09/2021;Burgos;52259;45;4917;793;9059;42.383333,-3.666667
29/09/2021;Salamanca;39696;5;4330;873;37274;40.833333,-6.0
29/09/2021;Valladolid;67425;7;8196;1269;47186;41.583333,-4.666667
29/09/2021;Çvila;16948;11;1941;375;5019;40.616092,-4.929031
29/09/2021;Palencia;24988;4;2555;504;34120;42.432128,-4.520647
29/09/2021;Zamora;18195;4;2189;465;49275;41.75,-6.0
29/09/2021;LeÇün;51734;22;5675;1213;24089;42.666667,-6.0
29/09/2021;Segovia;21045;3;2052;380;40004;41.166667,-4.0
29/09/2021;Soria;12461;6;1407;294;42173;41.666667,-2.666667
28/09/2021;LeÇün;51712;10;5672;1213;24089;42.666667,-6.0
28/09/2021;Soria;12455;0;1407;294;42173;41.666667,-2.666667
28/09/2021;Çvila;16937;14;1939;375;5019;40.616092,-4.929031
28/09/2021;Burgos;52210;8;4915;793;9059;42.383333,-3.666667
28/09/2021;Palencia;24984;2;2555;504;34120;42.432128,-4.520647
28/09/2021;Segovia;21042;13;2050;379;40004;41.166667,-4.0
28/09/2021;Zamora;18192;2;2189;465;49275;41.75,-6.0
28/09/2021;Salamanca;39691;10;4329;873;37274;40.833333,-6.0
28/09/2021;Valladolid;67418;12;8194;1269;47186;41.583333,-4.666667
27/09/2021;Çvila;16923;8;1937;375;5019;40.616092,-4.929031
27/09/2021;LeÇün;51702;15;5671;1212;24089;42.666667,-6.0
27/09/2021;Palencia;24982;9;2553;503;34120;42.432128,-4.520647
27/09/2021;Segovia;21029;3;2050;379;40004;41.166667,-4.0
27/09/2021;Burgos;52203;19;4912;793;9059;42.383333,-3.666667
27/09/2021;Salamanca;39681;4;4329;873;37274;40.833333,-6.0
27/09/2021;Soria;12455;4;1407;294;42173;41.666667,-2.666667
27/09/2021;Zamora;18191;1;2189;465;49275;41.75,-6.0
27/09/2021;Valladolid;67406;3;8192;1269;47186;41.583333,-4.666667
26/09/2021;Çvila;;;1937;375;5019;40.616092,-4.929031
26/09/2021;LeÇün;;;5671;1212;24089;42.666667,-6.0
26/09/2021;Palencia;;;2553;503;34120;42.432128,-4.520647
26/09/2021;Segovia;;;2050;379;40004;41.166667,-4.0
26/09/2021;Soria;;;1407;294;42173;41.666667,-2.666667
26/09/2021;Zamora;;;2188;464;49275;41.75,-6.0
26/09/2021;Burgos;;;4912;793;9059;42.383333,-3.666667
26/09/2021;Salamanca;;;4328;873;37274;40.833333,-6.0
26/09/2021;Valladolid;;;8192;1269;47186;41.583333,-4.666667
25/09/2021;Çvila;;;1937;375;5019;40.616092,-4.929031
25/09/2021;Segovia;;;2050;379;40004;41.166667,-4.0
25/09/2021;Soria;;;1407;294;42173;41.666667,-2.666667
25/09/2021;Burgos;;;4912;793;9059;42.383333,-3.666667
25/09/2021;LeÇün;;;5671;1212;24089;42.666667,-6.0
25/09/2021;Zamora;;;2187;464;49275;41.75,-6.0
25/09/2021;Palencia;;;2553;503;34120;42.432128,-4.520647
25/09/2021;Salamanca;;;4328;873;37274;40.833333,-6.0
25/09/2021;Valladolid;;;8189;1267;47186;41.583333,-4.666667
24/09/2021;Çvila;16914;4;1936;375;5019;40.616092,-4.929031
24/09/2021;Segovia;21021;8;2049;379;40004;41.166667,-4.0
24/09/2021;Soria;12448;5;1407;294;42173;41.666667,-2.666667
